track_id,track_name,artist_name,album_name,genre,popularity,duration_ms,explicit,key,mode,loudness,danceability,energy,valence,tempo,acousticness,instrumentalness,speechiness,liveness
TRK0171,Track 171,Artist 21,Album 71,Jazz,77,274268,False,6,1,-16.42,0.378,0.6693,0.6377,99.68,0.7375,0.4444,0.0724,0.0842
TRK0172,Track 172,Artist 22,Album 72,Ambient,23,225823,False,7,0,-24.07,0.321,0.2858,0.3325,75.71,0.6808,0.8895,0.0607,0.0905
TRK0173,Track 173,Artist 23,Album 73,Rock,20,133669,False,0,0,-4.61,0.5014,0.7943,0.5614,125.09,0.2655,0.0,0.0591,0.1478
TRK0174,Track 174,Artist 24,Album 74,Ambient,65,288452,True,5,0,-24.72,0.2577,0.3298,0.4951,68.4,0.85,0.9098,0.034,0.1189
TRK0175,Track 175,Artist 25,Album 75,Electronic,76,244398,False,0,0,-3.37,0.7053,0.8304,0.4803,136.29,0.2141,0.6867,0.0722,0.1676
TRK0176,Track 176,Artist 26,Album 76,Ambient,38,230677,False,1,0,-27.74,0.3661,0.1907,0.3253,89.79,0.759,0.9606,0.0847,0.135
TRK0177,Track 177,Artist 27,Album 77,Ambient,18,168320,False,0,0,-27.89,0.053,0.2567,0.224,84.31,0.9728,0.8672,0.0424,0.1083
TRK0178,Track 178,Artist 28,Album 78,Classical,76,298486,False,10,1,-26.36,0.2242,0.3537,0.3049,120.21,0.99,0.8579,0.0316,0.1767
TRK0179,Track 179,Artist 29,Album 79,Classical,34,354614,False,4,1,-22.25,0.1611,0.2607,0.3076,89.52,0.8981,0.872,0.0507,0.1236
TRK0180,Track 180,Artist 30,Album 80,Lo-Fi,85,266649,False,9,0,-11.18,0.7312,0.3064,0.2841,97.06,0.8142,0.6708,0.052,0.0825
TRK0181,Track 181,Artist 31,Album 81,Metal,51,245354,False,8,0,-4.69,0.5732,0.9551,0.5054,163.03,0.05,0.495,0.1498,0.3508
TRK0182,Track 182,Artist 32,Album 82,Rock,18,208009,False,5,1,-4.85,0.3462,0.9036,0.6025,124.67,0.1308,0.4055,0.0572,0.1488
TRK0183,Track 183,Artist 33,Album 83,Ambient,88,306481,False,10,0,-21.49,0.368,0.3823,0.3657,60.94,0.99,0.899,0.0332,0.0676
TRK0184,Track 184,Artist 34,Album 84,Ambient,49,148625,False,10,0,-26.76,0.2739,0.2276,0.4287,67.97,0.9593,0.874,0.0933,0.118
TRK0185,Track 185,Artist 35,Album 85,Jazz,34,332112,False,0,0,-9.72,0.3475,0.5471,0.4439,111.89,0.7419,0.7516,0.0845,0.0913
TRK0186,Track 186,Artist 36,Album 86,Classical,14,144089,False,0,1,-21.98,0.2421,0.1,0.1732,110.45,0.8413,0.843,0.0434,0.1127
TRK0187,Track 187,Artist 37,Album 87,Rock,20,156487,False,1,0,-2.15,0.3949,0.8218,0.25,117.65,0.0758,0.1261,0.0657,0.2576
TRK0188,Track 188,Artist 38,Album 88,Acoustic,68,316910,False,8,1,-10.53,0.3882,0.5493,0.3409,111.11,0.8909,0.3945,0.0392,0.0581
TRK0189,Track 189,Artist 39,Album 89,Lo-Fi,88,348071,True,2,0,-9.51,0.5833,0.3475,0.3459,81.41,0.616,0.8176,0.0616,0.0896
TRK0190,Track 190,Artist 40,Album 90,Metal,47,230448,False,0,1,-2.79,0.4255,0.8277,0.488,149.07,0.0917,0.3223,0.0883,0.2357
TRK0191,Track 191,Artist 41,Album 91,Pop,81,345867,False,4,1,-6.09,0.6583,0.7104,0.6534,106.21,0.1244,0.0569,0.1161,0.1527
TRK0192,Track 192,Artist 42,Album 92,Metal,14,170138,False,6,0,-4.74,0.3169,0.9748,0.415,129.45,0.077,0.4007,0.0875,0.2429
TRK0193,Track 193,Artist 43,Album 93,Electronic,57,293895,False,5,1,-5.81,0.95,0.8872,0.6461,131.78,0.1827,0.6375,0.0582,0.2022
TRK0194,Track 194,Artist 44,Album 94,Ambient,27,288280,False,11,0,-28.35,0.143,0.0988,0.4529,81.97,0.8028,0.8883,0.0661,0.0912
TRK0195,Track 195,Artist 45,Album 95,Lo-Fi,79,174061,False,0,1,-15.8,0.6761,0.4888,0.617,79.41,0.8269,0.7713,0.0848,0.1272
TRK0196,Track 196,Artist 46,Album 96,Electronic,46,281731,False,4,0,-4.5,0.9023,0.8536,0.7008,117.25,0.1303,0.8154,0.1087,0.23
TRK0197,Track 197,Artist 47,Album 97,Rock,69,221376,False,4,0,-5.97,0.3656,0.8306,0.4611,134.23,0.0527,0.129,0.0597,0.1671
TRK0198,Track 198,Artist 48,Album 98,Pop,57,282962,False,5,1,-5.98,0.7091,0.7758,0.4,95.0,0.1661,0.0421,0.0857,0.1109
TRK0199,Track 199,Artist 49,Album 99,Classical,86,199134,False,2,0,-21.95,0.3127,0.2398,0.502,109.42,0.9328,0.8555,0.061,0.1439
TRK0200,Track 200,Artist 50,Album 100,Lo-Fi,37,167055,False,4,0,-11.74,0.7157,0.2326,0.4944,88.19,0.7131,0.7166,0.0398,0.0863
TRK0201,Track 201,Artist 1,Album 1,Lo-Fi,78,139508,True,6,1,-15.48,0.5609,0.5393,0.2,81.77,0.711,0.8007,0.0417,0.144
TRK0202,Track 202,Artist 2,Album 2,Ambient,86,293359,False,4,0,-25.04,0.1934,0.2497,0.404,58.94,0.99,0.8551,0.0238,0.1151
TRK0203,Track 203,Artist 3,Album 3,Synthwave,90,329988,False,4,0,-4.6,0.6403,0.8277,0.3967,100.98,0.1082,0.8293,0.0389,0.184
TRK0204,Track 204,Artist 4,Album 4,Lo-Fi,49,278056,True,4,1,-9.24,0.6726,0.4106,0.5138,86.6,0.6634,0.725,0.0386,0.0437
TRK0205,Track 205,Artist 5,Album 5,Jazz,54,230169,False,9,1,-21.88,0.5657,0.4507,0.5598,98.43,0.5299,0.5574,0.0874,0.0916
TRK0206,Track 206,Artist 6,Album 6,Pop,71,128125,False,9,0,-5.32,0.6783,0.8528,0.4721,105.84,0.2264,0.1528,0.0393,0.0841
TRK0207,Track 207,Artist 7,Album 7,Pop,67,156059,False,2,0,-6.52,0.8164,0.6938,0.4854,125.2,0.2615,0.1211,0.0997,0.1731
TRK0208,Track 208,Artist 8,Album 8,Jazz,76,320641,False,0,1,-14.68,0.75,0.4022,0.4082,151.19,0.4731,0.3229,0.0624,0.1499
TRK0209,Track 209,Artist 9,Album 9,Acoustic,65,223409,False,4,1,-13.26,0.5994,0.2592,0.459,101.52,0.7787,0.1438,0.0671,0.2148
TRK0210,Track 210,Artist 10,Album 10,Jazz,49,268159,False,8,0,-15.32,0.3,0.4454,0.5075,133.72,0.6722,0.788,0.0678,0.2279
TRK0211,Track 211,Artist 11,Album 11,Jazz,49,357509,False,0,1,-18.67,0.5644,0.5492,0.4142,99.2,0.5745,0.4876,0.0705,0.0583
TRK0212,Track 212,Artist 12,Album 12,Pop,86,125704,True,2,0,-3.63,0.869,0.6847,0.704,102.13,0.2094,0.0212,0.0331,0.1935
TRK0213,Track 213,Artist 13,Album 13,Metal,42,311648,False,3,0,-4.41,0.3893,0.97,0.6355,161.59,0.0644,0.3358,0.146,0.2245
TRK0214,Track 214,Artist 14,Album 14,Pop,15,324456,False,0,0,-4.43,0.7561,0.7074,0.6361,120.0,0.3151,0.0047,0.1028,0.1717
TRK0215,Track 215,Artist 15,Album 15,Synthwave,28,338200,False,0,0,-7.19,0.6155,0.6446,0.6472,119.88,0.2203,0.6159,0.0652,0.1622
TRK0216,Track 216,Artist 16,Album 16,Ambient,89,231279,False,7,0,-29.34,0.2917,0.2306,0.2179,87.97,0.9798,0.9011,0.0208,0.0794
TRK0217,Track 217,Artist 17,Album 17,Electronic,49,323532,False,1,1,-3.09,0.8703,0.9035,0.5498,116.66,0.05,0.5543,0.0722,0.1638
TRK0218,Track 218,Artist 18,Album 18,Metal,68,278280,True,11,1,-4.88,0.3307,0.8446,0.1765,144.49,0.0281,0.2474,0.1018,0.3193
TRK0219,Track 219,Artist 19,Album 19,Classical,68,238516,False,7,1,-11.12,0.2623,0.4576,0.2653,115.58,0.9199,0.8613,0.0287,0.1692
TRK0220,Track 220,Artist 20,Album 20,Electronic,57,336222,False,6,1,-4.1,0.7806,0.7768,0.6241,135.92,0.0631,0.6307,0.0768,0.2202
TRK0221,Track 221,Artist 21,Album 21,Ambient,50,317096,False,9,0,-24.61,0.3317,0.1659,0.3402,69.17,0.9176,0.9576,0.0611,0.089
TRK0222,Track 222,Artist 22,Album 22,Synthwave,22,290954,True,9,0,-3.39,0.8245,0.7519,0.706,121.39,0.1266,0.5386,0.0542,0.1236
TRK0223,Track 223,Artist 23,Album 23,Synthwave,54,276995,False,1,0,-8.96,0.6112,0.92,0.6255,121.78,0.1085,0.7378,0.0595,0.1575
TRK0224,Track 224,Artist 24,Album 24,Classical,62,234044,False,5,0,-16.83,0.4407,0.4042,0.4412,99.48,0.8443,0.8558,0.0419,0.0646
TRK0225,Track 225,Artist 25,Album 25,Metal,51,352549,False,5,1,-6.05,0.4997,0.8835,0.1966,138.33,0.0507,0.2524,0.1176,0.2655
TRK0226,Track 226,Artist 26,Album 26,Acoustic,72,149165,True,2,0,-16.69,0.3747,0.15,0.582,108.27,0.9338,0.0362,0.0505,0.1386
TRK0227,Track 227,Artist 27,Album 27,Jazz,36,187203,False,10,0,-18.97,0.3947,0.6595,0.7099,107.36,0.7112,0.5273,0.0401,0.2414
TRK0228,Track 228,Artist 28,Album 28,Metal,47,342821,True,1,1,-3.07,0.3714,0.9242,0.5977,164.72,0.0,0.2995,0.1208,0.234
TRK0229,Track 229,Artist 29,Album 29,Acoustic,69,124114,False,11,1,-14.9,0.3591,0.3091,0.517,120.23,0.862,0.1212,0.0476,0.1596
TRK0230,Track 230,Artist 30,Album 30,Synthwave,16,316037,False,0,1,-4.81,0.5967,0.6813,0.4012,132.56,0.2065,0.6872,0.0409,0.097
TRK0231,Track 231,Artist 31,Album 31,Pop,14,156321,False,5,1,-5.5,0.8724,0.6955,0.8166,120.34,0.1788,0.1102,0.0797,0.1519
TRK0232,Track 232,Artist 32,Album 32,Ambient,54,193297,False,11,0,-26.37,0.0874,0.2231,0.2437,58.68,0.8086,0.8737,0.0706,0.0681
TRK0233,Track 233,Artist 33,Album 33,Classical,67,216652,False,4,0,-22.89,0.3235,0.1511,0.2511,63.39,0.9552,0.8259,0.0398,0.1566
TRK0234,Track 234,Artist 34,Album 34,Ambient,40,219304,False,10,1,-23.04,0.2188,0.1155,0.1941,66.19,0.8106,0.8808,0.0558,0.0733
TRK0235,Track 235,Artist 35,Album 35,Rock,32,276498,False,8,0,-6.15,0.5685,0.7826,0.4293,131.53,0.1338,0.172,0.1014,0.2041
TRK0236,Track 236,Artist 36,Album 36,Rock,51,137772,False,0,0,-6.62,0.4309,0.7518,0.3306,146.79,0.01,0.1988,0.0526,0.1693
TRK0237,Track 237,Artist 37,Album 37,Metal,19,223754,False,6,0,-4.76,0.5446,0.9208,0.4686,173.61,0.0549,0.0848,0.1112,0.198
TRK0238,Track 238,Artist 38,Album 38,Synthwave,41,123712,True,4,1,-8.13,0.6724,0.7693,0.6295,123.57,0.1406,0.7484,0.039,0.1726
TRK0239,Track 239,Artist 39,Album 39,Synthwave,62,252439,True,4,0,-9.8,0.7758,0.6619,0.5344,114.69,0.1695,0.8034,0.025,0.0757
TRK0240,Track 240,Artist 40,Album 40,Jazz,39,357565,False,1,1,-17.07,0.682,0.4857,0.3373,106.14,0.7918,0.5583,0.0533,0.1109
TRK0241,Track 241,Artist 41,Album 41,Jazz,48,358389,False,10,0,-14.98,0.6683,0.6509,0.3522,143.1,0.5915,0.68,0.0882,0.1427
TRK0242,Track 242,Artist 42,Album 42,Jazz,40,235142,False,2,0,-14.79,0.6301,0.3168,0.6721,117.86,0.5807,0.5094,0.0323,0.1232
TRK0243,Track 243,Artist 43,Album 43,Pop,91,211736,False,6,0,-2.91,0.6351,0.7459,0.7368,117.44,0.2663,0.0177,0.1101,0.1449
TRK0244,Track 244,Artist 44,Album 44,Electronic,11,171924,False,5,1,-5.74,0.949,0.8171,0.5599,126.03,0.1357,0.8489,0.0569,0.1791
TRK0245,Track 245,Artist 45,Album 45,Lo-Fi,87,123726,False,11,0,-11.26,0.6994,0.5159,0.4512,68.3,0.7744,0.6667,0.0571,0.1336
TRK0246,Track 246,Artist 46,Album 46,Electronic,86,209152,False,1,1,-3.58,0.7729,0.8097,0.3,133.59,0.0848,0.877,0.078,0.1329
TRK0247,Track 247,Artist 47,Album 47,Ambient,21,147723,False,5,1,-25.0,0.3651,0.1825,0.4194,71.67,0.8628,0.9286,0.0657,0.1186
TRK0248,Track 248,Artist 48,Album 48,Electronic,48,246969,False,1,1,-4.62,0.8566,0.8413,0.5403,123.57,0.2164,0.5387,0.0958,0.1032
TRK0249,Track 249,Artist 49,Album 49,Pop,75,354182,False,1,0,-5.88,0.7438,0.8959,0.6015,108.83,0.1883,0.1166,0.0535,0.05
TRK0250,Track 250,Artist 50,Album 50,Ambient,22,220494,False,1,0,-20.36,0.345,0.1189,0.3848,64.46,0.8383,0.9376,0.0263,0.1054
TRK0251,Track 251,Artist 1,Album 51,Electronic,55,260180,False,10,0,-3.69,0.8132,0.7996,0.8326,133.27,0.01,0.7796,0.0586,0.1698
TRK0252,Track 252,Artist 2,Album 52,Pop,36,328786,False,2,0,-6.29,0.676,0.6019,0.8607,133.98,0.1913,0.0841,0.0689,0.1439
TRK0253,Track 253,Artist 3,Album 53,Lo-Fi,26,155643,False,1,1,-10.42,0.6237,0.4123,0.335,82.48,0.7314,0.9338,0.0366,0.1256
TRK0254,Track 254,Artist 4,Album 54,Electronic,69,282396,False,3,1,-5.15,0.6486,0.8787,0.7432,132.71,0.095,0.7,0.0734,0.0755
TRK0255,Track 255,Artist 5,Album 55,Pop,73,223896,True,8,1,-5.85,0.6906,0.6866,0.95,135.03,0.085,0.0639,0.1237,0.0802
TRK0256,Track 256,Artist 6,Album 56,Jazz,44,334432,False,5,0,-12.93,0.5624,0.2971,0.5569,137.32,0.831,0.5626,0.11,0.05
TRK0257,Track 257,Artist 7,Album 57,Synthwave,79,259999,False,0,1,-6.11,0.567,0.7872,0.5174,123.07,0.1411,0.6009,0.0348,0.1973
TRK0258,Track 258,Artist 8,Album 58,Jazz,92,213680,False,7,0,-15.64,0.3798,0.5161,0.4708,115.09,0.7484,0.7775,0.0428,0.1485
TRK0259,Track 259,Artist 9,Album 59,Synthwave,39,216546,False,11,1,-7.2,0.7277,0.7614,0.5835,115.3,0.1426,0.9046,0.0978,0.1351
TRK0260,Track 260,Artist 10,Album 60,Classical,80,273515,False,6,0,-22.7,0.1404,0.2359,0.331,87.12,0.8634,0.976,0.0403,0.1247
TRK0261,Track 261,Artist 11,Album 61,Classical,83,199973,False,9,0,-24.94,0.4178,0.3181,0.2719,65.48,0.8963,0.8058,0.0568,0.1938
TRK0262,Track 262,Artist 12,Album 62,Classical,72,183449,False,2,1,-16.02,0.1878,0.3086,0.2276,110.44,0.8804,0.8724,0.0502,0.0774
TRK0263,Track 263,Artist 13,Album 63,Lo-Fi,37,229834,True,0,1,-9.68,0.5917,0.5734,0.6745,83.87,0.6036,0.6345,0.0775,0.1091
TRK0264,Track 264,Artist 14,Album 64,Jazz,69,356386,False,4,1,-18.9,0.75,0.3576,0.3155,118.85,0.7874,0.4589,0.0607,0.2185
TRK0265,Track 265,Artist 15,Album 65,Synthwave,88,327815,False,3,1,-6.34,0.6988,0.7368,0.5949,125.1,0.1655,0.5788,0.04,0.1771
TRK0266,Track 266,Artist 16,Album 66,Pop,46,311305,False,9,0,-7.15,0.7872,0.7725,0.7771,115.25,0.1232,0.0805,0.1138,0.1034
TRK0267,Track 267,Artist 17,Album 67,Ambient,31,145537,False,7,1,-24.87,0.2337,0.3296,0.3563,60.14,0.8426,0.8877,0.0265,0.0969
TRK0268,Track 268,Artist 18,Album 68,Pop,77,352365,False,0,1,-5.87,0.6911,0.7133,0.8566,115.64,0.205,0.0476,0.0648,0.1432
TRK0269,Track 269,Artist 19,Album 69,Ambient,29,197576,False,9,1,-22.32,0.258,0.1313,0.2794,91.4,0.8356,0.9081,0.0533,0.1125
TRK0270,Track 270,Artist 20,Album 70,Rock,77,227522,False,0,0,-6.12,0.5026,0.7471,0.3672,148.32,0.2116,0.2149,0.0862,0.1903
TRK0271,Track 271,Artist 21,Album 71,Pop,73,142612,False,11,0,-7.18,0.6416,0.652,0.8255,114.08,0.3055,0.0425,0.0597,0.0962
TRK0272,Track 272,Artist 22,Album 72,Electronic,26,345049,False,3,1,-5.68,0.8793,0.7741,0.9,121.28,0.145,0.6282,0.0636,0.0964
TRK0273,Track 273,Artist 23,Album 73,Electronic,21,126471,False,7,0,-5.25,0.6989,0.7323,0.6367,122.92,0.2011,0.8,0.1039,0.126
TRK0274,Track 274,Artist 24,Album 74,Metal,31,286703,False,4,1,-3.27,0.18,0.9059,0.3648,148.39,0.0487,0.312,0.05,0.2679
TRK0275,Track 275,Artist 25,Album 75,Jazz,26,343131,False,1,0,-20.6,0.6838,0.4942,0.4804,137.1,0.4,0.5228,0.0447,0.1483
TRK0276,Track 276,Artist 26,Album 76,Ambient,19,151348,False,5,0,-24.29,0.382,0.18,0.3319,83.35,0.951,0.8069,0.0522,0.1344
TRK0277,Track 277,Artist 27,Album 77,Ambient,74,315804,False,4,0,-22.62,0.1549,0.1517,0.2607,69.18,0.8378,0.9754,0.0381,0.0854
TRK0278,Track 278,Artist 28,Album 78,Jazz,31,121177,False,1,0,-17.32,0.5325,0.2905,0.4908,113.02,0.7671,0.4542,0.0796,0.1451
TRK0279,Track 279,Artist 29,Album 79,Lo-Fi,91,255832,False,10,1,-12.77,0.5453,0.5541,0.4608,94.37,0.5292,0.95,0.0779,0.1023
TRK0280,Track 280,Artist 30,Album 80,Metal,59,152779,True,10,1,-3.09,0.4735,0.9539,0.3774,145.24,0.0668,0.0,0.1051,0.1347
TRK0281,Track 281,Artist 31,Album 81,Lo-Fi,23,141636,False,10,1,-13.45,0.5959,0.2386,0.3847,86.49,0.6795,0.6327,0.03,0.1122
TRK0282,Track 282,Artist 32,Album 82,Lo-Fi,73,201889,False,2,0,-16.11,0.6294,0.3656,0.5316,93.47,0.7147,0.718,0.0605,0.0998
TRK0283,Track 283,Artist 33,Album 83,Lo-Fi,56,173551,False,8,1,-11.39,0.7374,0.4613,0.7186,105.0,0.5824,0.7165,0.1102,0.1088
TRK0284,Track 284,Artist 34,Album 84,Jazz,38,262628,False,6,1,-19.73,0.3979,0.468,0.7898,140.73,0.5768,0.5406,0.0374,0.1074
TRK0285,Track 285,Artist 35,Album 85,Lo-Fi,85,278670,True,6,1,-16.29,0.6432,0.5159,0.5227,98.66,0.8073,0.6953,0.0448,0.0884
TRK0286,Track 286,Artist 36,Album 86,Electronic,45,262635,True,10,0,-4.38,0.7823,0.68,0.7028,128.58,0.1283,0.8086,0.074,0.2416
TRK0287,Track 287,Artist 37,Album 87,Classical,61,166819,False,5,0,-27.55,0.2243,0.3143,0.1,82.45,0.8771,0.8937,0.0325,0.0701
TRK0288,Track 288,Artist 38,Album 88,Rock,85,193770,False,7,0,-8.59,0.4604,0.9761,0.5907,146.91,0.078,0.0,0.0456,0.1942
TRK0289,Track 289,Artist 39,Album 89,Ambient,16,342127,False,3,1,-21.72,0.1493,0.1531,0.1679,50.0,0.8732,0.9023,0.0656,0.0667
TRK0290,Track 290,Artist 40,Album 90,Ambient,38,278038,True,7,1,-20.38,0.4029,0.221,0.239,82.18,0.7974,0.8588,0.0637,0.0958
TRK0291,Track 291,Artist 41,Album 91,Rock,20,332781,False,3,1,-6.34,0.4758,0.7927,0.465,109.84,0.2152,0.3686,0.0624,0.1592
TRK0292,Track 292,Artist 42,Album 92,Jazz,42,310961,False,7,0,-16.68,0.482,0.648,0.3922,103.29,0.5012,0.644,0.0587,0.0931
TRK0293,Track 293,Artist 43,Album 93,Pop,15,278059,False,8,0,-9.44,0.8426,0.7529,0.6922,121.27,0.3395,0.0082,0.0681,0.1332
TRK0294,Track 294,Artist 44,Album 94,Jazz,88,198714,False,2,1,-10.71,0.4584,0.5756,0.614,133.74,0.5793,0.5301,0.03,0.1966
TRK0295,Track 295,Artist 45,Album 95,Ambient,41,355946,False,2,0,-23.49,0.3584,0.3283,0.3422,103.35,0.834,0.8116,0.0672,0.05
TRK0296,Track 296,Artist 46,Album 96,Ambient,60,309420,False,10,0,-26.54,0.3455,0.2259,0.5278,50.51,0.8434,0.9009,0.0231,0.0654
TRK0297,Track 297,Artist 47,Album 97,Rock,84,144596,False,1,0,-3.14,0.41,0.8114,0.4596,135.72,0.202,0.2082,0.0618,0.2171
TRK0298,Track 298,Artist 48,Album 98,Lo-Fi,67,284246,False,9,0,-14.01,0.6856,0.5473,0.5979,102.18,0.4508,0.7597,0.0535,0.1063
TRK0299,Track 299,Artist 49,Album 99,Jazz,35,184106,False,2,1,-16.91,0.5896,0.233,0.5605,99.57,0.59,0.6658,0.0616,0.2027
TRK0300,Track 300,Artist 50,Album 100,Synthwave,55,358582,False,2,0,-7.3,0.6735,0.8511,0.6233,122.26,0.2276,0.6513,0.0377,0.143
TRK0301,Track 301,Artist 1,Album 1,Rock,38,321039,False,4,0,-4.42,0.6322,0.8496,0.4565,136.09,0.0778,0.2447,0.0421,0.2733
TRK0302,Track 302,Artist 2,Album 2,Electronic,13,179182,False,4,0,-5.63,0.7685,0.9034,0.6916,138.64,0.1793,0.7028,0.0526,0.1329
TRK0303,Track 303,Artist 3,Album 3,Ambient,90,344372,False,1,0,-28.17,0.3582,0.1635,0.2627,107.73,0.8417,0.8683,0.0655,0.0983
TRK0304,Track 304,Artist 4,Album 4,Rock,22,207163,False,11,1,-2.72,0.6241,0.7602,0.5565,128.77,0.1684,0.0,0.0633,0.2675
TRK0305,Track 305,Artist 5,Album 5,Jazz,48,159310,False,9,1,-14.38,0.4509,0.5605,0.3858,107.51,0.6114,0.6163,0.08,0.1632
TRK0306,Track 306,Artist 6,Album 6,Ambient,24,176088,False,5,0,-28.74,0.3467,0.1358,0.2923,94.94,0.8923,0.8767,0.02,0.1093
TRK0307,Track 307,Artist 7,Album 7,Pop,38,248803,False,4,0,-6.98,0.703,0.8561,0.7516,95.72,0.22,0.0372,0.0418,0.1534
TRK0308,Track 308,Artist 8,Album 8,Rock,38,259978,False,5,0,-8.08,0.4714,0.8299,0.4561,131.72,0.1025,0.0962,0.0899,0.2657
TRK0309,Track 309,Artist 9,Album 9,Metal,84,156914,False,0,0,-3.43,0.4747,0.9899,0.5836,156.45,0.0183,0.4134,0.0852,0.226
TRK0310,Track 310,Artist 10,Album 10,Ambient,41,230350,False,4,0,-22.65,0.1695,0.1083,0.3466,108.01,0.9495,0.9354,0.0696,0.1191
TRK0311,Track 311,Artist 11,Album 11,Jazz,11,165379,False,8,0,-15.6,0.6399,0.2858,0.5299,113.38,0.6595,0.5308,0.0704,0.1091
TRK0312,Track 312,Artist 12,Album 12,Classical,56,329684,False,11,1,-17.3,0.2346,0.4796,0.3482,93.48,0.8776,0.8503,0.0562,0.0705
TRK0313,Track 313,Artist 13,Album 13,Synthwave,87,288722,False,9,0,-9.06,0.7177,0.7094,0.756,123.39,0.1145,0.4769,0.0546,0.1182
TRK0314,Track 314,Artist 14,Album 14,Acoustic,93,297953,False,1,1,-17.23,0.3956,0.4369,0.18,113.66,0.835,0.1997,0.0441,0.1417
TRK0315,Track 315,Artist 15,Album 15,Lo-Fi,31,166413,False,0,1,-8.6,0.6461,0.424,0.4981,88.8,0.6072,0.6909,0.0485,0.1017
TRK0316,Track 316,Artist 16,Album 16,Acoustic,84,257084,False,9,0,-10.6,0.4646,0.2356,0.5258,132.24,0.7491,0.3473,0.0583,0.1714
TRK0317,Track 317,Artist 17,Album 17,Jazz,36,301187,False,10,1,-14.55,0.6473,0.4367,0.6827,120.09,0.7809,0.78,0.0382,0.1897
TRK0318,Track 318,Artist 18,Album 18,Electronic,76,127151,False,8,1,-6.89,0.7897,0.8589,0.6322,140.19,0.018,0.3916,0.0313,0.2135
TRK0319,Track 319,Artist 19,Album 19,Electronic,90,177716,False,9,1,-7.23,0.7893,0.842,0.4959,134.81,0.0924,0.6143,0.0747,0.196
TRK0320,Track 320,Artist 20,Album 20,Classical,65,213747,False,8,1,-26.43,0.3873,0.5675,0.1361,111.96,0.8817,0.9059,0.0278,0.1852
TRK0321,Track 321,Artist 21,Album 21,Lo-Fi,30,343725,False,8,1,-12.99,0.6305,0.4191,0.3976,76.57,0.7222,0.7578,0.0601,0.1358
TRK0322,Track 322,Artist 22,Album 22,Metal,56,287450,False,5,1,-4.99,0.432,0.8947,0.2226,138.74,0.035,0.2192,0.1666,0.2322
TRK0323,Track 323,Artist 23,Album 23,Classical,89,293724,False,7,0,-15.09,0.3028,0.3656,0.172,97.54,0.8797,0.8362,0.0473,0.1255
TRK0324,Track 324,Artist 24,Album 24,Acoustic,68,323502,False,10,1,-16.83,0.4988,0.5276,0.3855,94.15,0.8938,0.2864,0.0224,0.1221
TRK0325,Track 325,Artist 25,Album 25,Classical,93,264539,False,0,1,-13.08,0.3143,0.3515,0.5518,102.29,0.9825,0.8248,0.0493,0.1291
TRK0326,Track 326,Artist 26,Album 26,Acoustic,15,282082,False,9,1,-14.93,0.3523,0.2336,0.7064,94.8,0.7964,0.0624,0.073,0.0799
TRK0327,Track 327,Artist 27,Album 27,Ambient,28,241999,False,3,0,-19.04,0.2234,0.2829,0.2436,86.23,0.7563,0.99,0.0452,0.1003
TRK0328,Track 328,Artist 28,Album 28,Electronic,66,234793,True,0,1,-7.87,0.7389,0.9667,0.5624,133.37,0.0656,0.4466,0.0783,0.192
TRK0329,Track 329,Artist 29,Album 29,Ambient,78,305763,True,7,0,-28.39,0.2193,0.2961,0.36,74.07,0.8022,0.99,0.0211,0.0982
TRK0330,Track 330,Artist 30,Album 30,Synthwave,12,315229,False,0,1,-3.0,0.7852,0.7794,0.6014,138.0,0.1085,0.9098,0.0422,0.1107
TRK0331,Track 331,Artist 31,Album 31,Lo-Fi,10,228177,False,2,0,-14.69,0.6371,0.2563,0.5138,83.27,0.7367,0.7366,0.1043,0.1267
TRK0332,Track 332,Artist 32,Album 32,Metal,67,132289,False,3,0,-5.74,0.4125,0.88,0.3128,124.97,0.1132,0.1756,0.1475,0.2274
TRK0333,Track 333,Artist 33,Album 33,Acoustic,47,296048,False,7,1,-18.77,0.5198,0.3901,0.5282,65.0,0.7512,0.2458,0.0315,0.1381
TRK0334,Track 334,Artist 34,Album 34,Metal,24,294668,False,5,1,-2.3,0.4732,0.9666,0.4598,167.72,0.0969,0.0887,0.0885,0.3128
TRK0335,Track 335,Artist 35,Album 35,Acoustic,43,274243,False,9,0,-13.7,0.4326,0.2756,0.3587,79.11,0.7483,0.0253,0.0441,0.1408
TRK0336,Track 336,Artist 36,Album 36,Jazz,70,351513,False,11,1,-10.27,0.4991,0.3919,0.5185,85.08,0.7651,0.7928,0.0475,0.1301
TRK0337,Track 337,Artist 37,Album 37,Classical,44,206365,False,6,0,-21.85,0.2877,0.4382,0.3362,143.91,0.9294,0.8938,0.0457,0.0978
TRK0338,Track 338,Artist 38,Album 38,Synthwave,73,350662,False,7,0,-5.96,0.7415,0.7901,0.4387,136.73,0.2185,0.7045,0.0445,0.1279
TRK0339,Track 339,Artist 39,Album 39,Electronic,34,234014,False,1,0,-4.77,0.6377,0.98,0.5094,127.98,0.1021,0.9495,0.0682,0.2394
TRK0340,Track 340,Artist 40,Album 40,Acoustic,33,295211,False,9,0,-16.95,0.4038,0.3635,0.4334,88.49,0.8786,0.1522,0.0611,0.1377
TRK0341,Track 341,Artist 41,Album 41,Metal,21,299785,False,10,0,-4.25,0.4768,0.8888,0.1,147.83,0.0334,0.3688,0.2,0.3919
